Year,Country,BLUE_deforestation,H&C2023_deforestation,OSCAR_deforestation,BLUE_forest-regrowth,H&C2023_forest-regrowth,OSCAR_forest-regrowth,BLUE_wood-harvest,H&C2023_wood-harvest,OSCAR_wood-harvest,FAO_GFED4_peat,LPX-Bern_GFED4_peat,ORCHIDEE-PEAT-full_GFED4_peat,Mean_deforestation,Mean_forest-regrowth,Mean_wood-harvest,Mean_GFED4_peat
1850,BRA,10.81303,27.23481,8.41748,-0.87085,-22.77301,-1.20512,0.02124,-0.16062,0.11799,0.09269,1.01326,0.63161,15.48844,-8.282993333333334,-0.00713,0.5791866666666666
1851,BRA,10.86898,27.45451,8.65224,-0.88756,-22.78202,-1.2328,0.05361,-0.16207,0.13855,0.09269,2.84947,1.498,15.658576666666669,-8.300793333333333,0.01003,1.4800533333333334
1852,BRA,10.93442,27.67553,8.81727,-0.90514,-22.79096,-1.25925,0.09335,-0.16353,0.16141,0.09269,-0.56555,-0.13909,15.809073333333332,-8.31845,0.0304099999999999,-0.2039833333333333
1853,BRA,10.94177,27.88589,8.96455,-0.92051,-22.79986,-1.28552,0.13832,-0.16496,0.18555,0.09269,0.73529,0.48077,15.930736666666666,-8.335296666666666,0.0529699999999999,0.4362499999999999
1854,BRA,10.97048,28.08534,9.14346,-0.93614,-22.80879,-1.31112,0.18719,-0.16631,0.21058,0.09269,1.53862,0.87316,16.066426666666665,-8.352016666666666,0.0771533333333333,0.8348233333333334
1855,BRA,10.97981,28.27876,9.32749,-0.95097,-22.81773,-1.33732,0.23896,-0.16756,0.23633,0.09269,2.66308,1.36022,16.195353333333333,-8.368673333333334,0.1025766666666666,1.3719966666666668
1856,BRA,11.04385,28.46632,9.49002,-0.96756,-22.8267,-1.36373,0.29308,-0.1687,0.26268,0.09269,0.30732,0.28824,16.33339666666667,-8.385996666666665,0.12902,0.2294166666666666
1857,BRA,11.05597,28.67159,9.62907,-0.98295,-22.83568,-1.39127,0.34914,-0.16974,0.28958,0.09269,0.12626,0.19376,16.452209999999997,-8.4033,0.1563266666666666,0.13757
1858,BRA,11.05831,28.86005,9.76843,-0.99747,-22.84468,-1.41825,0.40675,-0.17068,0.31694,0.09269,-1.60173,-0.59531,16.562263333333334,-8.420133333333334,0.1843366666666666,-0.70145
1859,BRA,11.06722,29.03344,9.93674,-1.0117,-22.85369,-1.44393,0.46584,-0.17151,0.34472,0.09269,1.1343,0.68584,16.679133333333333,-8.43644,0.2130166666666666,0.63761
1860,BRA,11.09013,29.1968,10.15804,-1.02126,-22.86271,-1.46913,0.52642,-0.17225,0.37292,0.09269,0.14927,0.2708,16.814989999999998,-8.451033333333333,0.2423633333333333,0.17092
1861,BRA,11.17651,29.35055,10.36543,-1.03514,-22.87169,-1.49492,0.58801,-0.17312,0.40151,0.09269,0.10678,0.2233,16.96416333333333,-8.46725,0.2721333333333333,0.1409233333333333
1862,BRA,11.23229,29.48473,10.47448,-1.05047,-22.88068,-1.52298,0.65087,-0.17399,0.43044,0.09269,0.46259,0.3254,17.06383333333333,-8.484710000000002,0.30244,0.29356
1863,BRA,11.21775,29.61235,10.57865,-1.06379,-22.88969,-1.54938,0.71486,-0.17468,0.45968,0.09269,0.66321,0.44981,17.13625,-8.500953333333333,0.3332866666666667,0.4019033333333333
1864,BRA,11.22736,29.69336,10.71969,-1.07767,-22.89873,-1.5757,0.78006,-0.17526,0.48921,0.09269,3.67544,1.91867,17.213469999999997,-8.517366666666668,0.36467,1.8956
1865,BRA,11.23542,29.7299,10.83886,-1.09151,-22.90779,-1.60221,0.84647,-0.17572,0.51907,0.09269,1.4134,0.84349,17.268060000000002,-8.533836666666666,0.3966066666666667,0.7831933333333333
1866,BRA,11.24527,29.71204,10.87898,-1.10537,-22.91688,-1.62702,0.914,-0.17604,0.54921,0.09269,2.54617,1.39,17.278763333333334,-8.549756666666667,0.4290566666666667,1.3429533333333332
1867,BRA,11.24111,29.65743,10.86554,-1.11841,-22.92601,-1.65184,0.98283,-0.17624,0.57962,0.09269,2.35692,1.33487,17.254693333333336,-8.565420000000001,0.46207,1.2614933333333334
1868,BRA,11.2914,29.54861,10.8874,-1.13345,-22.93515,-1.67713,1.05272,-0.17634,0.6103,0.09269,0.80504,0.53756,17.24247,-8.58191,0.49556,0.4784299999999999
1869,BRA,11.25702,29.41962,10.91318,-1.14558,-22.94432,-1.70285,1.12388,-0.17633,0.64127,0.09269,0.75099,0.5037,17.196606666666668,-8.597583333333334,0.5296066666666667,0.4491266666666667
1870,BRA,13.23293,29.25995,11.64199,-1.10593,-22.95351,-1.72391,1.19676,-0.17621,0.67253,0.09269,3.96143,2.0152,18.044956666666668,-8.59445,0.5643600000000001,2.0231066666666666
1871,BRA,13.96892,29.02281,12.46227,-1.10773,-22.9627,-1.76403,1.26952,-0.17589,0.704,0.09269,2.35513,1.25296,18.48466666666667,-8.611486666666666,0.59921,1.233593333333333
1872,BRA,14.38198,28.69487,12.60949,-1.13797,-22.97191,-1.82291,1.34351,-0.17536,0.73562,0.09269,1.35216,0.80094,18.562113333333333,-8.644263333333333,0.6345900000000001,0.7485966666666667
1873,BRA,14.64654,28.33786,12.61892,-1.18687,-22.98113,-1.89411,1.41868,-0.17464,0.76745,0.09269,-0.81484,-0.20664,18.53444,-8.68737,0.6704966666666667,-0.3095966666666667
1874,BRA,14.76854,27.9781,12.60514,-1.24413,-22.99033,-1.97238,1.49501,-0.17378,0.79951,0.09269,-2.9876,-1.28827,18.45059333333333,-8.735613333333333,0.7069133333333334,-1.3943933333333334
1875,BRA,14.94836,27.67337,12.60611,-1.31123,-22.99943,-2.05359,1.57251,-0.17296,0.83182,0.09269,-1.73158,-0.65994,18.40928,-8.788083333333333,0.7437900000000001,-0.7662766666666666
1876,BRA,15.00626,27.35189,12.56429,-1.37983,-23.00845,-2.13948,1.65119,-0.17203,0.86439,0.09269,-2.36067,-0.96433,18.30748,-8.842586666666666,0.7811833333333333,-1.0774366666666666
1877,BRA,15.08649,26.94899,12.40149,-1.45065,-23.01736,-2.22752,1.73104,-0.17101,0.89722,0.09269,1.37409,0.81528,18.145656666666667,-8.89851,0.8190833333333333,0.7606866666666666
1878,BRA,15.14943,26.52285,12.2289,-1.52176,-23.02619,-2.31765,1.81214,-0.16992,0.93031,0.09269,-0.59638,-0.16915,17.96706,-8.9552,0.85751,-0.22428
1879,BRA,15.2235,26.13825,12.17282,-1.59356,-23.03491,-2.40828,1.89445,-0.16872,0.96366,0.09269,-0.12623,0.11064,17.84485666666667,-9.01225,0.8964633333333333,0.0256999999999999
1880,BRA,22.88677,25.86428,13.64168,-1.14673,-23.04353,-2.49945,1.97859,-0.16741,0.99734,0.09269,0.2429,0.29213,20.797576666666668,-8.89657,0.9361733333333334,0.20924
1881,BRA,25.9888,25.85908,15.35954,-0.84067,-23.05204,-2.57297,2.07852,-0.16602,1.03598,0.09269,3.57596,1.82187,22.402473333333333,-8.821893333333334,0.9828266666666666,1.8301733333333332
1882,BRA,27.63041,26.01137,15.82628,-0.62638,-23.06046,-2.62859,2.18912,-0.16466,1.08031,0.09269,0.80313,0.55221,23.15602,-8.77181,1.0349233333333334,0.4826766666666667
1883,BRA,28.7301,26.28421,16.09476,-0.47797,-23.06876,-2.67086,2.30723,-0.16333,1.12669,0.09269,0.23191,0.29447,23.70302333333333,-8.739196666666667,1.0901966666666667,0.2063566666666666
1884,BRA,29.50395,26.58408,16.53152,-0.37466,-23.07697,-2.70494,2.4317,-0.1619,1.17451,0.09269,-0.54255,-0.04075,24.20651666666667,-8.718856666666666,1.1481033333333333,-0.1635366666666666
1885,BRA,30.03081,26.96248,17.05886,-0.30118,-23.08507,-2.73234,2.56164,-0.16028,1.22353,0.09269,-1.33447,-0.5022,24.68405,-8.706196666666667,1.2082966666666666,-0.5813266666666667
1886,BRA,30.53684,27.52378,17.48463,-0.25338,-23.09306,-2.7533,2.69627,-0.1585,1.27359,0.09269,-1.14,-0.43941,25.18175,-8.699913333333333,1.2704533333333334,-0.4955733333333333
1887,BRA,30.93026,28.30538,17.8778,-0.22145,-23.10092,-2.7713,2.83531,-0.15657,1.32466,0.09269,-0.68016,-0.11079,25.70448,-8.69789,1.3344666666666667,-0.2327533333333332
1888,BRA,31.21841,29.22467,18.36745,-0.20045,-23.10865,-2.78549,2.97813,-0.15449,1.37666,0.09269,-1.81087,-0.64787,26.270176666666668,-8.698196666666666,1.4001,-0.7886833333333333
1889,BRA,31.42524,30.25304,18.99048,-0.18593,-23.11626,-2.79754,3.12557,-0.15225,1.42949,0.09269,2.86126,1.52679,26.88958666666667,-8.699910000000001,1.4676033333333336,1.4935800000000004
1890,BRA,30.9834,31.29876,19.60239,-0.496,-23.12375,-2.80719,3.27653,-0.14988,1.48309,0.09269,2.14412,1.15842,27.29485,-8.80898,1.53658,1.131743333333333
1891,BRA,30.87902,32.28481,20.11235,-0.71006,-23.1311,-2.81564,3.43361,-0.14734,1.53767,0.09269,0.67233,0.46574,27.75872666666667,-8.885599999999998,1.6079800000000002,0.4102533333333333
1892,BRA,30.91216,33.23906,20.64949,-0.86068,-23.13831,-2.82349,3.59573,-0.14467,1.59395,0.09269,0.18237,0.31369,28.26690333333333,-8.940826666666666,1.6816699999999998,0.19625
1893,BRA,30.97366,34.1254,21.32607,-0.96711,-23.1454,-2.83128,3.76267,-0.14191,1.6519,0.09269,0.67166,0.59304,28.808376666666664,-8.981263333333333,1.7575533333333333,0.4524633333333334
1894,BRA,30.96173,34.91443,22.1626,-1.04047,-23.15235,-2.83736,3.93363,-0.13906,1.71094,0.09269,1.61016,1.00092,29.346253333333333,-9.01006,1.83517,0.9012566666666668
1895,BRA,31.05322,35.6151,22.98828,-1.09619,-23.15916,-2.84404,4.1088,-0.13615,1.77088,0.09269,1.3392,0.84637,29.88553333333333,-9.03313,1.91451,0.75942
1896,BRA,31.11888,36.22968,23.61679,-1.13803,-23.16583,-2.85169,4.28796,-0.13316,1.83162,0.09269,3.41734,1.80202,30.32178333333333,-9.05185,1.9954733333333328,1.7706833333333334
1897,BRA,31.15892,36.77689,24.23031,-1.16977,-23.17236,-2.85782,4.4711,-0.13009,1.89314,0.09269,-0.67028,-0.17783,30.722040000000003,-9.06665,2.07805,-0.2518066666666667
1898,BRA,31.2408,37.31796,25.06923,-1.19725,-23.17874,-2.86421,4.65818,-0.12695,1.95548,0.09269,1.67055,0.887,31.209330000000005,-9.080066666666667,2.162236666666667,0.8834133333333334
1899,BRA,31.32446,37.90916,26.20293,-1.22198,-23.18499,-2.8734,4.84905,-0.12374,2.01853,0.09269,1.15091,0.67354,31.812183333333333,-9.093456666666668,2.247946666666667,0.6390466666666667
1900,BRA,39.65255,38.61546,29.55092,-0.98393,-23.19108,-2.88519,5.04436,-0.12046,2.08238,0.09269,0.22371,0.21996,35.939643333333336,-9.020066666666668,2.3354266666666668,0.1787866666666666
1901,BRA,42.86626,39.4314,33.16163,-0.82774,-23.19703,-2.91192,5.2954,-0.11709,2.12772,0.09269,1.03472,0.64351,38.48643,-8.978896666666666,2.4353433333333334,0.5903066666666666
1902,BRA,44.65391,40.31528,34.97126,-0.7291,-23.20282,-2.92865,5.54873,-0.11367,2.19375,0.09269,1.78067,1.03159,39.98015,-8.953523333333333,2.5429366666666664,0.9683166666666666
1903,BRA,45.7373,41.28114,36.5768,-0.66691,-23.20846,-2.9232,5.81045,-0.11031,2.3077,0.09269,0.70865,0.51007,41.19841333333333,-8.932856666666668,2.66928,0.4371366666666667
1904,BRA,46.58908,42.30179,38.26928,-0.63503,-23.21395,-2.92232,6.08048,-0.10712,2.42131,0.09269,0.60626,0.5047,42.38671666666667,-8.923766666666667,2.798223333333333,0.4012166666666667
1905,BRA,47.13726,43.3894,40.06321,-0.61871,-23.21928,-2.95352,6.35837,-0.10407,2.47729,0.09269,0.1033,0.27843,43.52995666666666,-8.930503333333334,2.91053,0.15814
1906,BRA,47.6624,44.55037,41.54988,-0.61946,-23.22446,-2.95987,6.64305,-0.10095,2.57431,0.09269,0.74518,0.52092,44.58755,-8.934596666666666,3.038803333333333,0.45293
1907,BRA,48.05043,45.78577,43.14083,-0.6299,-23.22947,-2.9733,6.93416,-0.09771,2.67172,0.09269,-2.19584,-0.81046,45.65901,-8.944223333333333,3.16939,-0.9712033333333332
1908,BRA,48.53316,47.09696,44.85126,-0.65391,-23.23432,-3.00292,7.23148,-0.09436,2.74732,0.09269,2.60678,1.37562,46.827126666666665,-8.963716666666667,3.294813333333334,1.3583633333333334
1909,BRA,48.69814,48.46737,46.50792,-0.67535,-23.23901,-3.01964,7.53492,-0.0909,2.84867,0.09269,2.50424,1.42807,47.89114333333333,-8.978,3.430896666666666,1.3416666666666668
1910,BRA,63.83405,49.87401,51.84919,-0.29827,-23.24354,-3.03323,7.84677,-0.08734,2.94617,0.09269,1.63258,1.0326,55.18574999999999,-8.858346666666666,3.5685333333333333,0.9192899999999998
1911,BRA,70.08335,51.3214,57.70997,-0.07556,-23.24789,-3.04542,8.24542,-0.08366,3.08855,0.09269,0.83228,0.63137,59.70490666666666,-8.789623333333333,3.750103333333333,0.51878
1912,BRA,73.31217,52.80921,60.99991,0.05884,-23.25208,-3.09371,8.69615,-0.07981,3.22109,0.09269,2.97863,1.62211,62.37376333333333,-8.762316666666667,3.94581,1.5644766666666667
1913,BRA,75.63528,54.36079,63.4721,0.11885,-23.2561,-3.11895,9.18151,-0.07583,3.39454,0.09269,2.84552,1.57261,64.48939,-8.752066666666666,4.16674,1.503606666666667
1914,BRA,77.17911,55.97636,65.77483,0.13664,-23.25994,-3.16231,9.69393,-0.07174,3.53146,0.09269,-0.79298,-0.12473,66.31009999999999,-8.76187,4.38455,-0.2750066666666667
1915,BRA,78.2316,57.67947,67.71845,0.12804,-23.26361,-3.19902,10.22834,-0.06756,3.68144,0.09269,2.63829,1.48183,67.87650666666667,-8.778196666666668,4.614073333333333,1.40427
1916,BRA,79.14384,59.52991,70.26233,0.0952,-23.26711,-3.24471,10.78022,-0.0633,3.88877,0.09269,3.0334,1.70019,69.64536,-8.80554,4.868563333333333,1.6087600000000002
1917,BRA,80.04266,61.54309,72.24322,0.03996,-23.27042,-3.25607,11.34677,-0.05893,4.12883,0.09269,3.49739,1.86843,71.27632333333332,-8.828843333333333,5.13889,1.8195033333333333
1918,BRA,80.5691,63.64153,74.74255,-0.01961,-23.27356,-3.32665,11.92727,-0.05446,4.23471,0.09269,2.26704,1.33319,72.98439333333333,-8.873273333333334,5.369173333333333,1.2309733333333337
1919,BRA,80.86732,65.70831,77.21769,-0.07813,-23.27651,-3.39135,12.52098,-0.0499,4.34773,0.09269,3.68787,1.9669,74.59777333333334,-8.915329999999999,5.606269999999999,1.91582
1920,BRA,91.73198,67.70156,81.79212,-0.25336,-23.27928,-3.4144,13.01944,-0.04523,4.5556,0.09269,3.07699,1.69596,80.40855333333333,-8.982346666666666,5.84327,1.62188
1921,BRA,96.34271,69.79728,86.68153,-0.4071,-23.28187,-3.45403,13.49661,-0.04049,4.70734,0.09269,2.86513,1.66581,84.27384,-9.047666666666666,6.054486666666667,1.5412100000000002
1922,BRA,98.44909,72.11704,89.71443,-0.51569,-23.28427,-3.50013,13.9618,-0.03576,4.82177,0.09269,2.76282,1.62867,86.76018666666666,-9.10003,6.24927,1.4947266666666668
1923,BRA,99.95197,74.54161,92.46819,-0.60649,-23.28649,-3.53173,14.4138,-0.03097,4.93007,0.09269,3.57567,1.95207,88.98725666666667,-9.14157,6.437633333333333,1.873476666666667
1924,BRA,101.17278,76.98646,96.07916,-0.69199,-23.28852,-3.58555,14.85708,-0.02634,5.05381,0.09269,3.46611,1.91164,91.4128,-9.188686666666667,6.628183333333333,1.82348
1925,BRA,102.29605,79.2723,97.7406,-0.77986,-23.29035,-3.60363,15.29375,-0.02195,5.15589,0.09269,2.53141,1.46027,93.10298333333331,-9.224613333333332,6.80923,1.3614566666666663
1926,BRA,103.06652,81.30778,100.54344,-0.86249,-23.29199,-3.69668,15.72723,-0.01734,5.1924,0.09269,3.93681,2.13005,94.97258,-9.28372,6.96743,2.053183333333333
1927,BRA,103.55552,83.13664,101.75438,-0.93549,-23.29343,-3.70849,16.15739,-0.0125,5.36428,0.09269,3.08541,1.72928,96.14884666666669,-9.31247,7.169723333333334,1.6357933333333332
1928,BRA,103.82235,84.72459,104.22812,-0.99842,-23.29466,-3.77199,16.58483,-0.00739,5.42323,0.09269,2.13447,1.28044,97.59168666666666,-9.355023333333332,7.333556666666666,1.1692
1929,BRA,104.42175,86.03709,106.66477,-1.07412,-23.29568,-3.81425,17.0059,-0.00194,5.54614,0.09269,2.76879,1.58801,99.04120333333331,-9.394683333333337,7.5167,1.4831633333333334
1930,BRA,71.14236,87.04814,100.68272,-2.72454,-23.29649,-3.84596,17.41507,0.0039,5.59295,0.09269,-0.59494,-0.07084,86.29107333333333,-9.955663333333334,7.6706400000000015,-0.19103
1931,BRA,58.23542,87.76477,92.9002,-4.03461,-23.29707,-3.99338,17.58431,0.01019,5.77299,0.09269,-0.39535,0.04834,79.63346333333334,-10.441686666666667,7.789163333333334,-0.0847733333333333
1932,BRA,51.49197,88.22977,90.36193,-5.12153,-23.29742,-4.33419,17.63879,0.01699,6.07605,0.09269,2.50227,1.38751,76.69455666666667,-10.917713333333332,7.910610000000001,1.32749
1933,BRA,47.30018,88.41426,89.89191,-6.05132,-23.29753,-4.65607,17.62284,0.02435,6.34547,0.09269,0.87698,0.57146,75.20211666666667,-11.334973333333332,7.997553333333332,0.51371
1934,BRA,44.25394,88.29769,90.27449,-6.85836,-23.2974,-4.93541,17.55984,0.03228,6.348,0.09269,1.14493,0.76385,74.27537333333333,-11.697056666666668,7.98004,0.6671566666666666
1935,BRA,42.04981,88.00713,90.53099,-7.57885,-23.297,-5.22514,17.47053,0.04084,6.26434,0.09269,1.69455,1.00574,73.52931,-12.033663333333331,7.925236666666667,0.9309933333333332
1936,BRA,40.42296,87.51593,89.82944,-8.23637,-23.29635,-5.52276,17.36581,0.05007,6.15284,0.09269,-0.87906,-0.2298,72.58944333333334,-12.351826666666668,7.856240000000001,-0.3387233333333333
1937,BRA,39.12825,86.68032,89.79798,-8.84315,-23.29542,-5.68482,17.25313,0.05999,5.71316,0.09269,-0.32067,0.04412,71.86885,-12.607796666666667,7.675426666666667,-0.0612866666666666
1938,BRA,38.07469,85.73703,89.1022,-9.4092,-23.29423,-5.82324,17.13722,0.07067,5.26071,0.09269,3.32672,1.77947,70.97130666666668,-12.842223333333331,7.489533333333333,1.73296
1939,BRA,37.21219,85.124,89.00982,-9.94181,-23.29275,-6.15198,17.019,0.0821,5.02823,0.09269,1.7275,1.05591,70.44866999999999,-13.128846666666668,7.376443333333333,0.9587
1940,BRA,74.16848,84.30032,98.95648,-8.78606,-23.29099,-6.53707,16.93678,0.09433,4.84915,0.09269,4.04561,2.20369,85.80842666666666,-12.871373333333333,7.29342,2.1139966666666665
1941,BRA,88.05896,82.61343,109.6314,-7.9552,-23.28891,-6.82669,17.13048,0.10733,4.819,0.09269,5.16654,2.77046,93.43459666666666,-12.690266666666666,7.35227,2.6765633333333336
1942,BRA,95.23538,80.33253,111.59892,-7.33848,-23.28652,-7.00804,17.46704,0.12112,4.94961,0.09269,4.77717,2.48567,95.72227666666667,-12.544346666666668,7.51259,2.451843333333333
1943,BRA,99.86278,77.91743,112.09167,-6.87965,-23.28381,-7.14639,17.88796,0.13569,5.10204,0.09269,6.06768,3.1604,96.62396,-12.436616666666666,7.708563333333333,3.106923333333333
1944,BRA,103.0063,75.71805,112.93745,-6.52801,-23.28075,-7.30696,18.36799,0.15095,5.15815,0.09269,5.67899,3.06541,97.2206,-12.371906666666666,7.892363333333333,2.945696666666666
1945,BRA,105.48958,73.46148,114.40129,-6.26345,-23.27746,-7.40095,18.87171,0.1666,5.32966,0.09269,5.65673,2.94281,97.78411666666666,-12.313953333333332,8.122656666666666,2.8974100000000003
1946,BRA,107.22844,71.19924,113.9943,-6.04896,-23.27398,-7.41244,19.32007,0.18305,5.51199,0.09269,5.33029,2.8265,97.47399333333334,-12.24512666666667,8.338370000000001,2.749826666666667
1947,BRA,108.49811,69.75046,114.10264,-5.86975,-23.27031,-7.49917,19.82338,0.20053,5.66813,0.09269,6.0096,3.16395,97.45040333333333,-12.213076666666666,8.564013333333333,3.0887466666666668
1948,BRA,109.6607,69.84839,113.42402,-5.72472,-23.26642,-7.49828,20.3547,0.21898,5.82803,0.09269,5.24522,2.79713,97.64437,-12.16314,8.80057,2.71168
1949,BRA,110.63184,72.41871,115.46859,-5.60405,-23.26234,-7.4665,22.58127,0.23837,6.16308,0.09269,4.63382,2.47721,99.50638,-12.110963333333332,9.660906666666667,2.40124
1950,BRA,153.14189,77.75951,131.18415,-4.77727,-23.25804,-7.48932,23.83263,0.25875,6.43332,0.09269,8.4062,4.40072,120.69518333333332,-11.841543333333334,10.1749,4.299869999999999
1951,BRA,173.32523,84.97891,147.70582,-4.18822,-23.25354,-7.46813,24.87311,0.27977,6.67658,0.09269,6.59767,3.49227,135.33665333333332,-11.636630000000002,10.60982,3.39421
1952,BRA,184.56748,93.38389,156.37982,-3.75249,-23.24882,-7.55184,25.87436,0.30103,6.85331,0.09269,7.66029,4.01396,144.77706333333333,-11.517716666666663,11.009566666666666,3.922313333333333
1953,BRA,191.95382,102.37819,163.94445,-3.36497,-23.2439,-7.60212,26.86335,0.32239,7.08665,0.09269,9.02692,4.67686,152.75882,-11.403663333333334,11.42413,4.598823333333333
1954,BRA,199.18151,111.14515,171.6334,-3.1514,-23.23875,-7.60214,27.84403,0.34386,7.37736,0.09269,9.74945,5.03772,160.65335333333334,-11.330763333333332,11.855083333333331,4.959953333333333
1955,BRA,204.21084,120.98935,180.53099,-2.91708,-23.2334,-7.61159,28.81955,0.36555,7.71978,0.09269,9.71702,5.06669,168.57706,-11.25402333333333,12.301626666666666,4.9588
1956,BRA,208.62158,133.2428,189.12013,-2.72505,-23.22782,-7.61772,29.79339,0.38759,8.08273,0.09269,10.5336,5.41791,176.99483666666666,-11.190196666666669,12.75457,5.348066666666667
1957,BRA,215.07299,144.22225,197.93718,-2.61077,-23.22202,-7.67575,30.77608,0.41014,8.26015,0.09269,10.77191,5.48357,185.74414,-11.169513333333333,13.14879,5.44939
1958,BRA,221.42917,165.36531,208.34988,-2.43824,-23.21599,-7.76388,31.77189,0.43334,8.39256,0.09269,10.18112,5.27996,198.38145333333333,-11.13937,13.532596666666668,5.18459
1959,BRA,228.99375,170.39422,219.01228,-2.267,-23.20974,-7.76584,32.78956,0.45736,8.75243,0.09269,10.00979,5.29332,206.13341666666668,-11.08086,13.999783333333337,5.1319333333333335
1960,BRA,242.45837,198.28662,233.7583,-2.44999,-23.20331,-7.77584,33.79567,0.48239,9.15672,0.09269,11.21074,5.65147,224.83443,-11.143046666666663,14.47826,5.651633333333333
1961,BRA,252.4303,218.50782,248.67277,-2.49677,-23.19675,-7.8406,35.84746,0.50863,9.6737,0.09269,11.7033,6.01871,239.8702966666667,-11.17804,15.343263333333333,5.938233333333333
1962,BRA,260.14518,232.78054,260.79898,-2.50269,-23.19005,-7.87772,37.11798,0.57721,10.34212,0.09269,11.49876,5.88517,251.24156666666667,-11.190153333333331,16.01243666666667,5.82554
1963,BRA,266.32588,242.15082,271.32238,-2.52859,-23.18322,-7.97537,37.52587,0.66184,10.21063,0.09269,11.38654,5.839,259.93302666666665,-11.22906,16.13278,5.772743333333334
1964,BRA,268.39108,255.24913,277.88162,-2.57768,-23.17629,-8.04257,37.74673,0.54847,10.16807,0.09269,11.38561,5.9613,267.17394333333334,-11.265513333333333,16.154423333333334,5.813199999999999
1965,BRA,270.69152,240.43624,275.28239,-2.69384,-23.16919,-8.12115,37.96753,0.45915,10.02771,0.09269,11.15999,5.66687,262.1367166666667,-11.32806,16.151463333333332,5.63985
1966,BRA,271.14813,232.68826,268.36904,-2.80968,-23.16196,-8.18185,38.35576,0.42013,10.08941,0.09269,11.14962,5.64754,257.40181,-11.384496666666667,16.288433333333334,5.62995
1967,BRA,271.99723,228.07039,260.29543,-2.92956,-23.15459,-8.23614,38.81349,0.47215,10.29013,0.09269,10.67758,5.41305,253.45435,-11.440096666666667,16.525256666666667,5.39444
1968,BRA,273.08383,224.66089,252.3283,-3.06333,-23.14709,-8.24997,39.28251,0.57167,10.62282,0.09269,12.12897,6.13665,250.02434,-11.486796666666663,16.825666666666667,6.119436666666666
1969,BRA,274.754,219.7805,247.92579,-3.15157,-23.13946,-8.46735,39.76687,0.68056,10.46252,0.09269,12.51029,6.25993,247.48676333333333,-11.586126666666669,16.96998333333333,6.287636666666667
1970,BRA,276.95394,216.94223,241.05867,-3.24085,-23.13169,-8.54514,40.39031,0.79116,10.76451,0.09269,16.06222,8.45412,244.98494666666667,-11.639226666666667,17.315326666666667,8.20301
1971,BRA,278.35564,213.98662,233.74236,-3.29033,-23.12379,-8.57484,40.82749,0.94779,11.1286,0.09269,12.97734,6.49562,242.02820666666665,-11.662986666666669,17.634626666666666,6.521883333333332
1972,BRA,280.97047,210.69178,230.94482,-3.33345,-23.11575,-8.77072,40.84267,0.99305,10.7968,0.09269,10.83232,5.49372,240.86902333333333,-11.739973333333332,17.54417333333333,5.472909999999999
1973,BRA,284.98657,207.23843,229.49445,-3.36477,-23.10758,-8.94291,40.84909,0.91552,10.46466,0.09269,8.4058,4.28481,240.57315,-11.805086666666666,17.409756666666667,4.2611
1974,BRA,289.15458,198.02731,225.57611,-3.34361,-23.09927,-8.90631,40.93673,0.80335,10.71528,0.09269,10.47962,5.28157,237.586,-11.783063333333333,17.48512,5.284626666666667
1975,BRA,295.1541,205.58294,224.98858,-3.34173,-23.09084,-9.02686,42.09935,0.82852,11.15815,0.09269,9.58407,4.84555,241.90854,-11.81981,18.028673333333334,4.84077
1976,BRA,300.29037,201.79299,224.4881,-3.28088,-23.08226,-9.10933,43.23177,1.25924,11.98932,0.09269,11.01192,5.59236,242.19048666666663,-11.824156666666669,18.826776666666664,5.5656566666666665
1977,BRA,305.93865,191.4925,228.02877,-3.24074,-23.07356,-9.36635,44.58965,1.62618,12.39287,0.09269,10.67362,5.37366,241.8199733333333,-11.89355,19.53623333333333,5.379989999999999
1978,BRA,313.23783,178.52212,229.80658,-3.22236,-23.06472,-9.46461,46.94487,2.08723,13.65053,0.09269,11.76346,5.85052,240.5221766666667,-11.917230000000002,20.89421,5.902223333333333
1979,BRA,318.76017,166.27502,232.77098,-3.16228,-23.05574,-9.60986,50.09265,2.77932,15.35669,0.09269,11.36389,5.66744,239.26872333333336,-11.942626666666667,22.742886666666664,5.708006666666666
1980,BRA,330.63973,155.61917,238.72111,-2.98266,-23.0466,-9.81911,53.34079,3.70202,17.07218,0.09269,6.44984,3.40147,241.6600033333333,-11.949456666666668,24.704996666666663,3.314666666666667
1981,BRA,337.46831,145.87803,243.90408,-2.83989,-23.03726,-9.89328,55.20153,4.64378,18.19877,0.09269,7.78626,4.07047,242.41680666666664,-11.923476666666668,26.01469333333333,3.98314
1982,BRA,344.01791,137.43508,252.41607,-2.79333,-23.02772,-10.102,56.73096,5.12266,18.43573,0.09269,10.00733,5.13142,244.62302,-11.97435,26.763116666666672,5.077146666666667
1983,BRA,345.55705,131.07948,260.71353,-2.79613,-23.01796,-10.29186,58.04748,5.25262,18.66064,0.09269,11.55933,5.85632,245.7833533333333,-12.035316666666668,27.320246666666662,5.836113333333333
1984,BRA,343.99193,132.16328,268.77997,-2.88201,-23.00799,-10.4156,59.06993,5.39288,19.08115,0.09269,12.97857,6.59907,248.31172666666663,-12.101866666666666,27.847986666666667,6.556776666666667
1985,BRA,223.30466,120.58983,240.10347,-7.32263,-22.99781,-10.46225,59.86121,5.31446,19.45288,0.09269,4.31516,2.3583,194.66598666666667,-13.59423,28.209516666666666,2.255383333333333
