Year,Country,Per-capita_Per-capita territorial,Per-capita_Per-capita consumption
1963,LVA,1.35894026669545,
1964,LVA,1.42852336067075,
1965,LVA,1.49906136710742,
1966,LVA,1.56749462501278,
1967,LVA,1.62372661540985,
1968,LVA,1.65424265618535,
1969,LVA,1.70773347589169,
1970,LVA,1.78101317502655,
1971,LVA,1.8745615912769,
1972,LVA,1.95710069831713,
1973,LVA,2.02565891585335,
1974,LVA,2.08888598024278,
1975,LVA,2.18148414471167,
1976,LVA,2.25079921331597,
1977,LVA,2.31295783504527,
1978,LVA,2.37804615398748,
1979,LVA,2.38296171849871,
1980,LVA,2.46141983986726,
1981,LVA,2.40121533537005,
1982,LVA,2.43051619223706,
1983,LVA,2.44876089751161,
1984,LVA,2.45463138007755,
1985,LVA,2.6315422631765,
1986,LVA,2.46364454394115,
1987,LVA,2.01853218702394,
1988,LVA,1.96871342216791,
1989,LVA,1.83621958187286,
1990,LVA,1.99541950780186,2.18838259774554
1991,LVA,1.82571314063338,2.02280448716734
1992,LVA,1.45484599088225,1.88553452786124
1993,LVA,1.23310507616383,1.51345490722249
1994,LVA,1.08598821889348,1.43972486739653
1995,LVA,0.970048172157833,1.34802795846588
1996,LVA,0.992143530010467,1.53539727261731
1997,LVA,0.948122307141787,1.49149934536665
1998,LVA,0.920748565880083,1.48996846426929
1999,LVA,0.868243609440428,1.38677764628237
2000,LVA,0.807938552932197,1.67635072476019
2001,LVA,0.867328397898175,1.58672280462308
2002,LVA,0.88247828985297,1.59189801082403
2003,LVA,0.919170552381848,1.7364477392116
2004,LVA,0.932340471161764,1.68140582448809
2005,LVA,0.95470866062252,1.63955312404835
2006,LVA,1.02919310266178,1.88401238004804
2007,LVA,1.08348134596665,2.22481496096567
2008,LVA,1.04059195027096,2.06028922860747
2009,LVA,0.95715333641844,1.54314309626161
2010,LVA,1.11107277890669,1.73487981366256
2011,LVA,1.02652865048391,1.770180220578
2012,LVA,0.999476906480109,1.76924037533063
2013,LVA,0.990097196471792,1.71197145895169
2014,LVA,0.973503273883058,1.61151093605589
2015,LVA,0.99519496935439,1.64001531828185
2016,LVA,0.997347554058559,1.66329962382143
2017,LVA,1.00749562949168,1.9919417832295
2018,LVA,1.10869202539674,2.26709207729876
2019,LVA,1.08948536418225,2.18719388308756
2020,LVA,1.00706598661554,1.98200507509891
2021,LVA,1.05453759424271,2.22940548416496
2022,LVA,0.972078302620393,
1950,LBN,0.30580350205692,
1951,LBN,0.286460176339854,
1952,LBN,0.224553479136473,
1953,LBN,0.23183648102663,
1954,LBN,0.23582335158227,
1955,LBN,0.284321460306433,
1956,LBN,0.321168098491717,
1957,LBN,0.341620398645875,
1958,LBN,0.318442033151549,
1959,LBN,0.382573165143124,
1960,LBN,0.391002170273693,
1961,LBN,0.394451440213114,
1962,LBN,0.406939219074365,
1963,LBN,0.418466116182513,
1964,LBN,0.438341823276503,
1965,LBN,0.433031504455877,
1966,LBN,0.460836305151525,
1967,LBN,0.441575846155538,
1968,LBN,0.44556666286652,
1969,LBN,0.510202911255513,
1970,LBN,0.451561579613213,
1971,LBN,0.592383177213829,
1972,LBN,0.615709753790645,
1973,LBN,0.750510806535478,
1974,LBN,0.734731494432876,
1975,LBN,0.63527859801961,
1976,LBN,0.526579125585826,
1977,LBN,0.425103241002416,
1978,LBN,0.471183329434241,
1979,LBN,0.544053342815123,
1980,LBN,0.542384761235961,
1981,LBN,0.526900628594991,
1982,LBN,0.508439748511767,
1983,LBN,0.609820191418883,
1984,LBN,0.579158182015571,
1985,LBN,0.656775592245532,
1986,LBN,0.617005765155998,
1987,LBN,0.617375457097808,
1988,LBN,0.579905341404184,
1989,LBN,0.597701339054791,
1990,LBN,0.597554945548864,
1991,LBN,0.604034594639316,
1992,LBN,0.70879487100754,
1993,LBN,0.740055365079016,
1994,LBN,0.779917240171184,
1995,LBN,0.844681453490241,
1996,LBN,0.862754705063444,
1997,LBN,1.00323097648056,
1998,LBN,1.06370754722164,
1999,LBN,1.05507288892429,
2000,LBN,0.9769709967633,
2001,LBN,1.02018259073768,
2002,LBN,0.997002301088936,
2003,LBN,1.12258951049459,
2004,LBN,1.02662911909928,
2005,LBN,0.978725610608883,
2006,LBN,0.855367952082592,
2007,LBN,0.780034708440417,
2008,LBN,0.972613734821333,
2009,LBN,1.15526170501944,
2010,LBN,1.09243485180448,
2011,LBN,1.09624206749882,
2012,LBN,1.17701625051499,
2013,LBN,1.06517295757255,
2014,LBN,1.0436221913031,
2015,LBN,1.09762278358181,
2016,LBN,1.15306204045812,
2017,LBN,1.24301785975959,
2018,LBN,1.19979513410103,
2019,LBN,1.21130379296777,
2020,LBN,1.07377224644926,
2021,LBN,1.15540594716477,
2022,LBN,1.19900496769076,
1950,LSO,0.0,
1951,LSO,0.0,
1952,LSO,0.0,
1953,LSO,0.0,
1954,LSO,0.0,
1955,LSO,0.0,
1956,LSO,0.0,
1957,LSO,0.0,
1958,LSO,0.0,
1959,LSO,0.0,
1960,LSO,0.0,
1961,LSO,0.0,
1962,LSO,0.0,
1963,LSO,0.0,
1964,LSO,0.0,
1965,LSO,0.0,
1966,LSO,0.0,
1967,LSO,0.0,
1968,LSO,0.0,
1969,LSO,0.0,
1970,LSO,0.0,
1971,LSO,0.0,
1972,LSO,0.0,
1973,LSO,0.0,
1974,LSO,0.0,
1975,LSO,0.0,
1976,LSO,0.0,
1977,LSO,0.0,
1978,LSO,0.0,
1979,LSO,0.0,
1980,LSO,0.0,
1981,LSO,0.0,
1982,LSO,0.0,
1983,LSO,0.0,
1984,LSO,0.0,
1985,LSO,0.0,
1986,LSO,0.0,
1987,LSO,0.0,
1988,LSO,0.0,
1989,LSO,0.0,
1990,LSO,0.223457849012533,
1991,LSO,0.227930007450086,
1992,LSO,0.232982711391456,
1993,LSO,0.236544791294303,
1994,LSO,0.239186618947977,
1995,LSO,0.240941554093706,
1996,LSO,0.242443089809309,
1997,LSO,0.244857113454011,
1998,LSO,0.247779178390432,
1999,LSO,0.249718815610735,
2000,LSO,0.252673081060526,
2001,LSO,0.256067473779341,
2002,LSO,0.260320975763116,
2003,LSO,0.264421508958721,
2004,LSO,0.272491366909374,
2005,LSO,0.277633931822411,
2006,LSO,0.281265492366374,
2007,LSO,0.285359207245906,
2008,LSO,0.290724776868734,
2009,LSO,0.301119517571693,
2010,LSO,0.307008241762316,
2011,LSO,0.410271107736898,
2012,LSO,0.410761963442185,
2013,LSO,0.307145002818309,
2014,LSO,0.322158490522813,
2015,LSO,0.288880780506778,
2016,LSO,0.281733237805242,
2017,LSO,0.316039172272216,
2018,LSO,0.294356231093754,
2019,LSO,0.292941283244567,
2020,LSO,0.263076172308238,
2021,LSO,0.297461763253233,
2022,LSO,0.371808189661318,
1950,LBR,0.014193782249911,
1951,LBR,0.0128571336734759,
1952,LBR,0.0157582391953633,
1953,LBR,0.0164717339897319,
1954,LBR,0.028227257651351,
1955,LBR,0.0157823612385208,
1956,LBR,0.0125397776215129,
1957,LBR,0.021685756418041,
1958,LBR,0.0405549764182029,
1959,LBR,0.0351283309989507,
1960,LBR,0.0395769313982266,
1961,LBR,0.0377680782485912,
1962,LBR,0.0577848310631153,
1963,LBR,0.0792374255515374,
1964,LBR,0.105162775245639,
1965,LBR,0.118075218575096,
1966,LBR,0.126484967602428,
1967,LBR,0.123312119218452,
1968,LBR,0.173408692734808,
1969,LBR,0.243301779209733,
1970,LBR,0.270506071255801,
1971,LBR,0.276962315763879,
1972,LBR,0.266647638159341,
1973,LBR,0.255198990814637,
1974,LBR,0.288942746843787,
1975,LBR,0.242219984521327,
1976,LBR,0.23435193341268,
1977,LBR,0.227122062526647,
1978,LBR,0.225304906295081,
1979,LBR,0.282578317705372,
1980,LBR,0.287812333912195,
1981,LBR,0.265416159708196,
1982,LBR,0.0796287371190504,
1983,LBR,0.0914239644409609,
1984,LBR,0.0872973799314548,
1985,LBR,0.087259790793889,
1986,LBR,0.0855612117607938,
1987,LBR,0.0872532674871507,
1988,LBR,0.0905244791293298,
1989,LBR,0.0717898180208423,
1990,LBR,0.0563372353858883,
1991,LBR,0.0527134124650884,
1992,LBR,0.0520765246227658,
1993,LBR,0.0534010769651621,
1994,LBR,0.0533287207021067,
1995,LBR,0.053003548116203,
1996,LBR,0.052934279603175,
1997,LBR,0.0510955290538897,
1998,LBR,0.0489184831264551,
1999,LBR,0.0367982648794742,
2000,LBR,0.0375910065993043,
2001,LBR,0.0382084234161725,
2002,LBR,0.0385255589085829,
2003,LBR,0.0410757411079433,
2004,LBR,0.0477657983828278,
2005,LBR,0.0543602456553735,
2006,LBR,0.0531361134720604,
2007,LBR,0.0469650041382192,
2008,LBR,0.0382854515012368,
2009,LBR,0.0328963838125318,
2010,LBR,0.0513880223823551,
2011,LBR,0.055356804729455,
2012,LBR,0.060652567709968,
2013,LBR,0.0538948596347259,
2014,LBR,0.0496079932480145,
2015,LBR,0.0276466696034447,
2016,LBR,0.0288300852187414,
2017,LBR,0.0506898898723092,
2018,LBR,0.0235430687087081,
2019,LBR,0.0558191497844606,
2020,LBR,0.0412759459407496,
2021,LBR,0.0458003110963483,
2022,LBR,0.0454706313154407,
1950,LBY,0.0344926092951391,
1951,LBY,0.0402501811258151,
1952,LBY,0.0388700728943434,
1953,LBY,0.0578299645961555,
1954,LBY,0.0684562693837684,
1955,LBY,0.0954566704223835,
1956,LBY,0.0714835456791771,
1957,LBY,0.0656066180868956,
1958,LBY,0.0718745788598895,
1959,LBY,0.085543943488801,
1960,LBY,0.132446989669135,
1961,LBY,0.220454975790527,
1962,LBY,0.186300163436053,
1963,LBY,0.250194700387143,
1964,LBY,0.109557400208946,
1965,LBY,0.162934275724793,
1966,LBY,0.412108992195219,
1967,LBY,2.83766019820328,
1968,LBY,4.51744070687312,
1969,LBY,5.20442737064875,
1970,LBY,4.61816508732775,
1971,LBY,3.01427698110513,
1972,LBY,2.06376359954523,
1973,LBY,1.90855190771644,
1974,LBY,1.1693176726606,
1975,LBY,1.37763428621684,
1976,LBY,2.02259494585251,
1977,LBY,2.16878271835886,
1978,LBY,2.15754723244525,
1979,LBY,2.5119581668035,
1980,LBY,2.46702483383878,
1981,LBY,2.51419919468746,
1982,LBY,2.55462065857205,
1983,LBY,2.40321413763466,
1984,LBY,2.16501747207682,
1985,LBY,2.29657278839176,
1986,LBY,2.43439093892039,
1987,LBY,2.25685379481269,
1988,LBY,2.45404335558356,
1989,LBY,2.44960088859374,
1990,LBY,2.35203958869377,
1991,LBY,2.67898014736216,
1992,LBY,2.27341448556289,
1993,LBY,2.3244377963359,
1994,LBY,3.02015902739088,
1995,LBY,3.14818536391416,
1996,LBY,3.0549114577211,
1997,LBY,2.8826629376395,
1998,LBY,2.83024370103032,
1999,LBY,2.71198728095797,
2000,LBY,2.81877046376741,
2001,LBY,2.7475935048408,
2002,LBY,2.65209255071093,
2003,LBY,2.73176151054026,
2004,LBY,2.72804591558231,
2005,LBY,2.83625199632409,
2006,LBY,2.54697717627063,
2007,LBY,2.3095423987196,
2008,LBY,2.34443670534242,
2009,LBY,2.29135334177002,
2010,LBY,2.56806209284171,
2011,LBY,2.46375624996449,
2012,LBY,2.57024413697651,
2013,LBY,1.98169941163727,
2014,LBY,2.71245008283281,
2015,LBY,2.40434886479088,
2016,LBY,2.24387331287611,
2017,LBY,2.28657009143268,
2018,LBY,2.27597655279242,
2019,LBY,2.93020195445881,
2020,LBY,1.93059933981436,
2021,LBY,2.60233297624537,
2022,LBY,2.53418139320558,
1950,LIE,0.0,
1951,LIE,0.0,
1952,LIE,0.0,
1953,LIE,0.0,
1954,LIE,0.0,
1955,LIE,0.0,
1956,LIE,0.0,
1957,LIE,0.0,
1958,LIE,0.0,
1959,LIE,0.197843225873689,
1960,LIE,0.25595907647781,
1961,LIE,0.273415382714939,
1962,LIE,0.275092547119858,
1963,LIE,0.290649962871408,
1964,LIE,0.86918527455698,
1965,LIE,0.921638035664237,
1966,LIE,0.879669165393459,
1967,LIE,0.850364967208627,
1968,LIE,1.00709157401962,
1969,LIE,1.16246235753182,
1970,LIE,1.43658151933811,
1971,LIE,1.47395133471894,
1972,LIE,1.34166300815208,
1973,LIE,1.65051251665343,
1974,LIE,1.31626187780818,
1975,LIE,1.62903025056061,
1976,LIE,1.55800321481157,
1977,LIE,1.74603966927856,
1978,LIE,1.712678228607,
1979,LIE,1.44879343494064,
1980,LIE,1.72280069282181,
1981,LIE,1.59603750117705,
1982,LIE,1.10272639451023,
1983,LIE,1.36910784243718,
1984,LIE,1.40948038623096,
1985,LIE,1.7345001922606,
1986,LIE,1.96098736884778,
1987,LIE,1.33889563177782,
1988,LIE,1.74840252506125,
1989,LIE,1.80113890774376,
1990,LIE,1.88785930370004,
1991,LIE,1.93062744571077,
1992,LIE,1.90940539270806,
1993,LIE,1.95549891611205,
1994,LIE,1.80275225850728,
1995,LIE,1.80420464906995,
1996,LIE,1.79378659936902,
1997,LIE,1.87600159891657,
1998,LIE,1.94362071433422,
1999,LIE,1.89593153216043,
2000,LIE,1.79212380235877,
2001,LIE,1.75543086030237,
2002,LIE,1.78222940563965,
2003,LIE,1.84108107591382,
2004,LIE,1.82526727418686,
2005,LIE,1.80609388930257,
2006,LIE,1.80798592555735,
2007,LIE,1.55908493439451,
2008,LIE,1.69252264872212,
2009,LIE,1.57118541566377,
2010,LIE,1.44971728995246,
2011,LIE,1.33323276288011,
2012,LIE,1.38556606839661,
2013,LIE,1.42776885108023,
2014,LIE,1.18642932260452,
2015,LIE,1.16735068683099,
2016,LIE,1.08736527163858,
2017,LIE,1.12205340813425,
2018,LIE,1.02183934263522,
2019,LIE,1.05690697428954,
2020,LIE,0.999488697953099,
2021,LIE,1.01988981203705,
2022,LIE,1.04053056403119,
1950,LTU,0.740729569409987,
1951,LTU,0.794435366427769,
1952,LTU,0.842368106607284,
1953,LTU,0.88202213125846,
1954,LTU,0.952524930581037,
1955,LTU,1.06839999344933,
1956,LTU,1.15941233470545,
1957,LTU,1.25367136799467,
1958,LTU,1.32138646650288,
1959,LTU,1.37077547261801,
1960,LTU,1.40783930627462,
1961,LTU,1.43304019032323,
1962,LTU,1.48709619393149,
1963,LTU,1.57804698195004,
1964,LTU,1.66036515229956,
1965,LTU,1.74271606029021,
1966,LTU,1.82214387352911,
1967,LTU,1.88838340196088,
1968,LTU,1.92419992538318,
1969,LTU,1.98571147207652,
1970,LTU,2.06842904150402,
1971,LTU,2.1766609505149,
1972,LTU,2.2717356372984,
1973,LTU,2.35043086983773,
1974,LTU,2.42263305293655,
1975,LTU,2.52749831889157,
1976,LTU,2.6026196322887,
1977,LTU,2.66904433422294,
1978,LTU,2.73955398166846,
1979,LTU,2.73874709134201,
1980,LTU,2.82305663801605,
1981,LTU,2.75227222617564,
1982,LTU,2.78127997728054,
1983,LTU,2.79906544905714,
1984,LTU,2.80178481076791,
1985,LTU,2.99471905420249,
1986,LTU,2.67628577526414,
1987,LTU,2.63781345795143,
1988,LTU,2.67361140835834,
1989,LTU,2.66895192681333,
1990,LTU,2.57636711374114,3.11585307947613
1991,LTU,2.72106480598124,3.2998038281292
1992,LTU,1.52207736249818,3.77424420295421
1993,LTU,1.17567302087742,2.33499759786225
1994,LTU,1.14130281726123,2.07699050107153
1995,LTU,1.09667573334909,2.03877550908526
1996,LTU,1.1541687343001,1.66720639565808
1997,LTU,1.12001296865384,1.60195069534904
1998,LTU,1.19110514257479,1.65421642960576
1999,LTU,1.01012596560214,1.49204715396058
2000,LTU,0.897943124021483,1.53143055883134
2001,LTU,0.965454527965979,1.54205921442768
2002,LTU,0.983243257625226,1.50263701380416
2003,LTU,0.995794942173176,1.7800347883545
2004,LTU,1.05691979576315,1.721450575125
2005,LTU,1.12151691735392,1.73567643827346
2006,LTU,1.16595670428351,1.90350461322027
2007,LTU,1.29064826684641,2.03431390614359
2008,LTU,1.26278946562223,1.91000964949645
2009,LTU,1.10102206360192,1.82166441555072
2010,LTU,1.20013305364157,1.79644676582672
2011,LTU,1.22921018828529,2.0785345966719
2012,LTU,1.25230306316757,1.89289375618298
2013,LTU,1.18557115724528,1.90122650558461
2014,LTU,1.17145845895184,1.93672952962526
2015,LTU,1.20224469314482,1.88002914214467
2016,LTU,1.22074276274229,1.98973152066998
2017,LTU,1.24847832895696,2.09090830224368
2018,LTU,1.27486965909566,2.17907872445631
2019,LTU,1.31025218230423,2.08651020744469
2020,LTU,1.31017837090043,1.94008768774638
2021,LTU,1.35448410398585,2.17800292907471
2022,LTU,1.2571420237283,
1950,LUX,6.82725304044733,
1951,LUX,8.24532217264239,
1952,LUX,8.55135991411045,
1953,LUX,7.82687498434382,
1954,LUX,7.89711500900925,
1955,LUX,8.83046152349676,
1956,LUX,9.20988994562616,
1957,LUX,9.57699887174853,
1958,LUX,8.86321304513112,
1959,LUX,9.0999796286724,
1960,LUX,9.99708691894021,
1961,LUX,9.98382303340682,
1962,LUX,9.84751879831036,
1963,LUX,9.66475208939099,
1964,LUX,10.2823328043667,
1965,LUX,10.0904100526795,
1966,LUX,9.51209701120943,
1967,LUX,9.23172381718467,
1968,LUX,9.92680286032116,
1969,LUX,10.6355195367901,
1970,LUX,11.0470627337751,
1971,LUX,10.5300912416387,
1972,LUX,10.6410412205737,
1973,LUX,11.0795365124341,
1974,LUX,11.2032983002972,
1975,LUX,9.15541787051988,
1976,LUX,9.09665406082731,
1977,LUX,8.34465367692749,
1978,LUX,8.98051482698171,
1979,LUX,9.14603180540685,
1980,LUX,8.30882609123787,
1981,LUX,7.10330385862353,
1982,LUX,6.67261435913645,
1983,LUX,6.24660477953436,
1984,LUX,6.71849767283314,
1985,LUX,6.87914367369385,
1986,LUX,6.75413384607223,
1987,LUX,6.4910229673583,
1988,LUX,6.65061079991326,
1989,LUX,7.12908843822346,
1990,LUX,8.45799726784613,8.45799726784613
1991,LUX,8.78317880813018,8.78317880813018
1992,LUX,8.50634365637187,8.50634365637187
1993,LUX,8.49805736833126,8.49805736833126
1994,LUX,7.83583197553206,7.83583197553206
1995,LUX,6.13021158110216,6.13021158110216
1996,LUX,6.08162487414292,6.08162487414292
1997,LUX,5.58615137897635,5.58615137897635
1998,LUX,4.93774493094458,4.93774493094458
1999,LUX,5.16013735244191,5.50036860541013
2000,LUX,5.45291394157256,5.24684703151326
2001,LUX,5.6938588389914,5.32363743519469
2002,LUX,6.10874793362067,6.00948919616435
2003,LUX,6.32049427642738,6.97152930179322
2004,LUX,7.04791549191043,7.82362807655765
2005,LUX,7.09208630316473,8.46484115928099
2006,LUX,6.88142914679165,8.60138654391328
2007,LUX,6.43082079779229,6.75868459799518
2008,LUX,6.24036436702912,8.85780195140164
2009,LUX,5.82744120646983,5.16374628712365
2010,LUX,6.02700039156916,5.80205794857949
2011,LUX,5.84733019477888,6.41363951905
2012,LUX,5.59241171404825,6.18883447943335
2013,LUX,5.19587761618664,5.83395496464886
2014,LUX,4.82149671625852,5.56135355069423
2015,LUX,4.48207223883282,5.27385241998151
2016,LUX,4.25479708734774,4.59843022388464
2017,LUX,4.2420694008573,4.44860052890832
2018,LUX,4.29825542961895,4.30734114088311
2019,LUX,4.30080294237015,4.10339842904378
2020,LUX,3.49283625445896,3.46552094920681
2021,LUX,3.59863978667237,3.74625906507564
2022,LUX,3.17097931699228,
1950,MAC,0.0,
1951,MAC,0.0,
1952,MAC,0.0,
1953,MAC,0.0,
1954,MAC,0.0302675652770491,
1955,MAC,0.0306502449465409,
1956,MAC,0.0363221253632213,
1957,MAC,0.0422835215830951,
1958,MAC,0.043175329616657,
1959,MAC,0.0552120141342756,
1960,MAC,0.0790897895081745,
1961,MAC,0.10634010925047,
1962,MAC,0.139755642634071,
1963,MAC,0.149779462653266,
1964,MAC,0.173800774654881,
1965,MAC,0.1720199925458,
1966,MAC,0.188738307431686,
1967,MAC,0.199865867795391,
1968,MAC,0.197485070557981,
1969,MAC,0.19133501929988,
1970,MAC,0.22646026431148,
1971,MAC,0.248166768068142,
1972,MAC,0.253348829166482,
1973,MAC,0.246128519436083,
1974,MAC,0.29521190553219,
1975,MAC,0.328042799460552,
1976,MAC,0.279736156100883,
1977,MAC,0.340902173251354,
1978,MAC,0.459259981792171,
1979,MAC,0.460088353250137,
1980,MAC,0.586959711737564,
1981,MAC,0.587064476567683,
1982,MAC,0.51423495862746,
1983,MAC,0.69858367793039,
1984,MAC,0.596548694642993,
1985,MAC,0.695168578380257,
1986,MAC,0.798020641688732,
1987,MAC,0.84988197865353,
1988,MAC,0.810532609298627,
1989,MAC,0.832997367609742,
1990,MAC,0.805192061148912,
1991,MAC,0.822318496647258,
1992,MAC,0.792222789161318,
1993,MAC,0.84578368950808,
1994,MAC,0.892537920000823,
1995,MAC,0.847113636764732,
1996,MAC,0.949796807792291,
1997,MAC,0.986154967209133,
1998,MAC,1.01486236078476,
1999,MAC,0.972931814870346,
2000,MAC,1.03034063756089,
2001,MAC,1.04754487363421,
2002,MAC,0.920685399130464,
2003,MAC,0.90371930219033,
2004,MAC,0.984167106527678,
2005,MAC,1.02124559216895,
2006,MAC,0.88071844308108,
2007,MAC,0.7218675411872,
2008,MAC,0.584079026459347,
2009,MAC,0.950239493500251,
2010,MAC,0.604704493295317,
2011,MAC,0.618210412204489,
2012,MAC,0.530229972235855,
2013,MAC,0.455024992669042,
2014,MAC,0.584275539710047,
2015,MAC,0.785060765003519,
2016,MAC,0.775505514705882,
2017,MAC,0.823665184800089,
2018,MAC,0.520744526422024,
2019,MAC,0.498754620260889,
2020,MAC,0.416985197025506,
2021,MAC,0.428375197249875,
2022,MAC,0.416404263698156,
1950,MKD,0.328966610487559,
1951,MKD,0.303806953918004,
1952,MKD,0.296829702049404,
1953,MKD,0.289018316160436,
1954,MKD,0.340258421703477,
1955,MKD,0.384950616865647,
1956,MKD,0.437019319705609,
1957,MKD,0.466560351592502,
1958,MKD,0.454326951732454,
1959,MKD,0.515040605709656,
1960,MKD,0.556502611922265,
1961,MKD,0.577286815219149,
1962,MKD,0.585155282292693,
1963,MKD,0.644391190568917,
1964,MKD,0.723153939703971,
1965,MKD,0.735617459968141,
1966,MKD,0.718903690287773,
1967,MKD,0.716916510162074,
1968,MKD,0.75511547393858,
1969,MKD,0.771656062442199,
1970,MKD,0.999513021357173,
1971,MKD,1.06121099400864,
1972,MKD,0.973752474441958,
1973,MKD,1.15253645615792,
1974,MKD,1.13979514755661,
1975,MKD,1.17171926736051,
1976,MKD,1.1906939503112,
1977,MKD,1.13796426780663,
1978,MKD,1.255671997815,
1979,MKD,1.34817434372768,
1980,MKD,1.3035250398468,
1981,MKD,1.39684165207464,
1982,MKD,1.26407274208106,
1983,MKD,1.3545509875397,
1984,MKD,1.4217136861658,
1985,MKD,1.44358305049918,
1986,MKD,1.5012382608571,
1987,MKD,1.4571245252701,
1988,MKD,1.49984532022958,
1989,MKD,1.49063100515608,
1990,MKD,1.48288380556338,
1991,MKD,1.04449909381274,
1992,MKD,1.13526951873195,
1993,MKD,1.03862664586554,
1994,MKD,1.08804322714529,
1995,MKD,1.09024155680244,
1996,MKD,1.28873085168309,
1997,MKD,1.15006531173506,
1998,MKD,1.30809938574475,
1999,MKD,1.18443011814299,
2000,MKD,1.13400368609561,
2001,MKD,1.10159619437962,
2002,MKD,1.03549746625008,
2003,MKD,1.12401757098258,
2004,MKD,1.08148895779159,
2005,MKD,1.12861061586732,
2006,MKD,1.13450980863256,
2007,MKD,1.18071234391559,
2008,MKD,1.16909617218069,
2009,MKD,1.07568791352776,
2010,MKD,1.06696302322559,
2011,MKD,1.15016029286171,
2012,MKD,1.10313134979266,
2013,MKD,0.972307780127152,
2014,MKD,0.933837649997079,
2015,MKD,0.874796395136841,
2016,MKD,0.860583566644994,
2017,MKD,0.92425161424427,
2018,MKD,0.861583467878259,
2019,MKD,0.98714581945874,
2020,MKD,0.899069288020494,
2021,MKD,1.00221401273463,
2022,MKD,0.993750760228165,
1950,MDG,0.0209899020519962,
1951,MDG,0.0165384223604271,
1952,MDG,0.0202411784606873,
1953,MDG,0.0162264402082722,
1954,MDG,0.0181271821455975,
1955,MDG,0.018578249123129,
1956,MDG,0.0189919799270053,
1957,MDG,0.0183055139187891,
1958,MDG,0.0211652112817216,
1959,MDG,0.020629678462191,
1960,MDG,0.0214848516027502,
1961,MDG,0.0186314919464896,
1962,MDG,0.0202098848907031,
1963,MDG,0.0229660013038564,
1964,MDG,0.0234370168087163,
1965,MDG,0.0262885017521806,
1966,MDG,0.0266056204776645,
1967,MDG,0.0376971923750565,
1968,MDG,0.0396979341889576,
1969,MDG,0.0359546121462728,
1970,MDG,0.0398989205525622,
1971,MDG,0.0409211235825766,
1972,MDG,0.0497691857392284,
1973,MDG,0.0402994779565925,
1974,MDG,0.0432378441764693,
1975,MDG,0.0598294980014835,
1976,MDG,0.0340414105284615,
1977,MDG,0.0281613608267474,
1978,MDG,0.0328903118831828,
1979,MDG,0.0354878532374102,
1980,MDG,0.0492263920409535,
1981,MDG,0.0303697043802606,
1982,MDG,0.0292013493053842,
1983,MDG,0.0182245238527374,
1984,MDG,0.023610064750432,
1985,MDG,0.0279089397022511,
1986,MDG,0.0293096524356134,
1987,MDG,0.0321385013534713,
1988,MDG,0.031313748690541,
1989,MDG,0.0219017688579674,
1990,MDG,0.0216887803426023,0.0321944254202592
1991,MDG,0.0228425051043788,0.0326219187269074
1992,MDG,0.0216822306824508,0.0317056990704272
1993,MDG,0.0216351650448532,0.0322142786566359
1994,MDG,0.0234036699318956,0.0336554469836032
1995,MDG,0.0234656069106598,0.0334174880238188
1996,MDG,0.0237392090759303,0.0271939551628107
1997,MDG,0.0283505971624249,0.0330460803845144
1998,MDG,0.0289740523045888,0.0395983276594754
1999,MDG,0.030582897363787,0.0439440811456645
2000,MDG,0.0327832625822483,0.0456409854022564
2001,MDG,0.0284694579327395,0.0427491795127666
2002,MDG,0.0195959413028338,0.0316613611746262
2003,MDG,0.0260549572519175,0.0436426630335858
2004,MDG,0.0269830106649612,0.0423944152988223
2005,MDG,0.0252863554047774,0.0424391811783776
2006,MDG,0.0236209122508698,0.0386137001715132
2007,MDG,0.0237657443711886,0.0397755564735488
2008,MDG,0.0236816705419833,0.0558931461790398
2009,MDG,0.0220539308738111,0.0453690669359697
2010,MDG,0.0235089470433308,0.0402644920810412
2011,MDG,0.0289916800475158,0.0461264541547402
2012,MDG,0.032611637280585,0.0483227726612116
2013,MDG,0.037113410654268,0.0549985142786674
2014,MDG,0.0355906994958531,0.0559382723389735
2015,MDG,0.0354459234661002,0.0533105992340755
2016,MDG,0.0349723781736767,0.0513190224862983
2017,MDG,0.0429564784289967,0.0594026035279575
2018,MDG,0.0385430803980602,0.0520761015166878
2019,MDG,0.0421917222367833,0.0552635183941434
2020,MDG,0.0383297339398365,0.0523695211991274
2021,MDG,0.0405196845003926,0.0559740633776466
2022,MDG,0.0408330817297448,
1950,MWI,0.021701872665007,
1951,MWI,0.0235205863617,
1952,MWI,0.0259794879968304,
1953,MWI,0.0277825743521574,
1954,MWI,0.0299580601374824,
1955,MWI,0.0346295160104934,
1956,MWI,0.0369727920451572,
1957,MWI,0.0372411793417911,
1958,MWI,0.0325320898626261,
1959,MWI,0.0354707145499046,
1960,MWI,0.0330388040017186,
1961,MWI,0.0274764839931061,
1962,MWI,0.0259059840998183,
1963,MWI,0.0243024778809357,
1964,MWI,0.0225462205186744,
1965,MWI,0.0232245796700636,
1966,MWI,0.0279069254633945,
1967,MWI,0.0232674292902347,
1968,MWI,0.0240575470674083,
1969,MWI,0.0230271019285151,
1970,MWI,0.0267942118681389,
1971,MWI,0.0288707922062258,
1972,MWI,0.0306003808610367,
1973,MWI,0.0311978838745574,
1974,MWI,0.0291887387215755,
1975,MWI,0.0298857076017957,
1976,MWI,0.0292080268732274,
1977,MWI,0.0309736425937858,
